example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-001338-d1072f01b230d8c1,3,2,H,H,True,K,False,False,-13.210546493530273
train-001338-d1072f01b230d8c1,3,3,K,K,True,K,True,False,3.704324722290039
train-008211-040b3b5923f7d26d,4,1,B,B,True,I,False,False,-18.164037704467773
train-008211-040b3b5923f7d26d,4,2,F,F,True,I,False,False,-9.861350059509277
train-008211-040b3b5923f7d26d,4,3,L,L,True,I,False,False,-0.9999713897705078
train-008211-040b3b5923f7d26d,4,4,I,I,True,I,True,False,0.6690464019775391
train-004688-913cad12619bcee8,1,1,J,J,True,J,True,False,16.641132354736328
train-007313-c8c185b97e25cdd9,2,1,X,X,True,E,False,False,-20.93857479095459
train-007313-c8c185b97e25cdd9,2,2,E,E,True,E,True,False,11.369747161865234
train-001618-a4392d1078b9d7c6,3,1,F,F,True,P,False,False,-14.775378227233887
train-001618-a4392d1078b9d7c6,3,2,M,M,True,P,False,False,-7.257730484008789
train-001618-a4392d1078b9d7c6,3,3,P,P,True,P,True,False,4.651905059814453
train-006411-9608362fa0298403,4,1,R,R,True,E,False,False,-17.97768783569336
train-006411-9608362fa0298403,4,2,U,U,True,E,False,False,-5.019906997680664
train-006411-9608362fa0298403,4,3,E,T,False,E,True,False,4.9057416915893555
train-006411-9608362fa0298403,4,4,E,E,True,E,True,False,3.908766746520996
