example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-001642-6899983b3808643c,3,2,J,F,False,J,True,False,0.2437458038330078
train-001642-6899983b3808643c,3,3,J,J,True,J,True,False,10.663683891296387
train-001155-eefdfe1ab39b61e2,4,1,T,T,True,B,False,False,-12.907033920288086
train-001155-eefdfe1ab39b61e2,4,2,A,A,True,B,False,False,-10.63937759399414
train-001155-eefdfe1ab39b61e2,4,3,N,N,True,B,False,False,-0.6310005187988281
train-001155-eefdfe1ab39b61e2,4,4,B,B,True,B,True,False,5.527056694030762
train-006848-b61bc4c184905b2e,1,1,I,I,True,I,True,False,15.417922019958496
train-001185-aaf9d2b2758766d8,2,1,N,N,True,I,False,False,-17.22639560699463
train-001185-aaf9d2b2758766d8,2,2,I,I,True,I,True,False,7.535268783569336
train-004042-854a8077f22b1779,3,1,Y,Y,True,M,False,False,-16.252217292785645
train-004042-854a8077f22b1779,3,2,W,W,True,M,False,False,-12.272331237792969
train-004042-854a8077f22b1779,3,3,M,M,True,M,True,False,8.677380561828613
train-003539-1806268616c07bc0,4,1,O,O,True,K,False,False,-18.954047203063965
train-003539-1806268616c07bc0,4,2,X,X,True,K,False,False,-10.239370346069336
train-003539-1806268616c07bc0,4,3,S,S,True,K,False,False,-9.689031600952148
train-003539-1806268616c07bc0,4,4,S,K,False,K,False,False,-1.2834129333496094
train-005248-39bb4de95b8d5bb5,1,1,K,K,True,K,True,False,12.782844543457031
train-000793-4630455356dcb706,2,1,G,G,True,B,False,False,-11.022071838378906
train-000793-4630455356dcb706,2,2,B,B,True,B,True,False,13.121404647827148
train-001338-d1072f01b230d8c1,3,1,X,X,True,K,False,False,-19.362014770507812
train-001338-d1072f01b230d8c1,3,2,H,H,True,K,False,False,-13.93802261352539
train-001338-d1072f01b230d8c1,3,3,K,K,True,K,True,False,5.357522964477539
train-008211-040b3b5923f7d26d,4,1,B,B,True,I,False,False,-16.232909202575684
train-008211-040b3b5923f7d26d,4,2,F,F,True,I,False,False,-12.763542175292969
train-008211-040b3b5923f7d26d,4,3,L,L,True,I,False,False,-5.752315521240234
train-008211-040b3b5923f7d26d,4,4,L,I,False,I,False,False,-0.5154209136962891
train-004688-913cad12619bcee8,1,1,J,J,True,J,True,False,17.81993293762207
train-007313-c8c185b97e25cdd9,2,1,X,X,True,E,False,False,-20.82650852203369
train-007313-c8c185b97e25cdd9,2,2,E,E,True,E,True,False,13.218158721923828
train-001618-a4392d1078b9d7c6,3,1,F,F,True,P,False,False,-13.841980934143066
train-001618-a4392d1078b9d7c6,3,2,M,M,True,P,False,False,-7.323713302612305
train-001618-a4392d1078b9d7c6,3,3,P,P,True,P,True,False,9.832894325256348
train-006411-9608362fa0298403,4,1,R,R,True,E,False,False,-18.939674377441406
train-006411-9608362fa0298403,4,2,U,U,True,E,False,False,-10.342140197753906
train-006411-9608362fa0298403,4,3,T,T,True,E,False,False,-11.690694808959961
train-006411-9608362fa0298403,4,4,T,E,False,E,False,False,-6.961329460144043
