example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-004042-854a8077f22b1779,3,2,L,W,False,M,False,False,-1.7165136337280273
train-004042-854a8077f22b1779,3,3,L,M,False,M,False,False,-0.8203296661376953
train-003539-1806268616c07bc0,4,1,O,O,True,K,False,False,-10.785216331481934
train-003539-1806268616c07bc0,4,2,H,X,False,K,False,False,-0.8868503570556641
train-003539-1806268616c07bc0,4,3,H,S,False,K,False,False,-0.7523527145385742
train-003539-1806268616c07bc0,4,4,H,K,False,K,False,False,-1.0174055099487305
train-005248-39bb4de95b8d5bb5,1,1,K,K,True,K,True,False,8.920068740844727
train-000793-4630455356dcb706,2,1,G,G,True,B,False,False,-8.392004013061523
train-000793-4630455356dcb706,2,2,G,B,False,B,False,False,-0.46547889709472656
train-001338-d1072f01b230d8c1,3,1,X,X,True,K,False,False,-11.846603393554688
train-001338-d1072f01b230d8c1,3,2,I,H,False,K,False,False,-2.1083765029907227
train-001338-d1072f01b230d8c1,3,3,I,K,False,K,False,False,-1.2224206924438477
train-008211-040b3b5923f7d26d,4,1,B,B,True,I,False,False,-9.822704315185547
train-008211-040b3b5923f7d26d,4,2,L,F,False,I,False,False,-3.3139514923095703
train-008211-040b3b5923f7d26d,4,3,L,L,True,I,False,False,-2.8103389739990234
train-008211-040b3b5923f7d26d,4,4,L,I,False,I,False,False,-2.79630184173584
train-004688-913cad12619bcee8,1,1,J,J,True,J,True,False,7.2824811935424805
train-007313-c8c185b97e25cdd9,2,1,X,X,True,E,False,False,-13.140657424926758
train-007313-c8c185b97e25cdd9,2,2,M,E,False,E,False,False,-1.9514760971069336
train-001618-a4392d1078b9d7c6,3,1,F,F,True,P,False,False,-8.773703575134277
train-001618-a4392d1078b9d7c6,3,2,M,M,True,P,False,False,-1.179854393005371
train-001618-a4392d1078b9d7c6,3,3,S,P,False,P,False,False,-0.7096090316772461
train-006411-9608362fa0298403,4,1,R,R,True,E,False,False,-10.355802536010742
train-006411-9608362fa0298403,4,2,T,U,False,E,False,False,-0.8460979461669922
train-006411-9608362fa0298403,4,3,T,T,True,E,False,False,-0.3567380905151367
train-006411-9608362fa0298403,4,4,H,E,False,E,False,False,-0.2529897689819336
