example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-001314-b166b2b679c9e4ea,3,3,B,A,False,A,False,False,-0.3127470016479492
train-005939-182e2b650f37d23e,4,1,F,F,True,D,False,False,-4.782505035400391
train-005939-182e2b650f37d23e,4,2,V,W,False,D,False,False,-0.28557682037353516
train-005939-182e2b650f37d23e,4,3,C,J,False,D,False,False,-0.3351278305053711
train-005939-182e2b650f37d23e,4,4,C,D,False,D,False,False,-0.6752347946166992
train-001136-ac52937aa9aa2d14,1,1,B,D,False,D,False,False,-0.5795459747314453
train-005473-aef6edbd7667270b,2,1,A,A,True,L,False,False,-2.0946273803710938
train-005473-aef6edbd7667270b,2,2,A,L,False,L,False,False,-0.3066701889038086
train-006562-5586330a310b8442,3,1,Y,Y,True,Z,False,False,-1.6652936935424805
train-006562-5586330a310b8442,3,2,B,K,False,Z,False,False,-1.101090431213379
train-006562-5586330a310b8442,3,3,B,Z,False,Z,False,False,-1.1228923797607422
train-004179-4e78e3569b88052d,4,1,E,E,True,M,False,False,-3.115682601928711
train-004179-4e78e3569b88052d,4,2,E,R,False,M,False,False,-0.9427328109741211
train-004179-4e78e3569b88052d,4,3,E,O,False,M,False,False,-0.6010522842407227
train-004179-4e78e3569b88052d,4,4,D,M,False,M,False,False,-0.5571670532226562
train-009320-8864c40348ba8b2f,1,1,L,L,True,L,True,False,2.0091552734375
train-001081-6446f3b521b445a4,2,1,X,X,True,P,False,False,-2.938577651977539
train-001081-6446f3b521b445a4,2,2,Z,P,False,P,False,False,-1.3193960189819336
train-001642-6899983b3808643c,3,1,Q,D,False,J,False,False,-3.1847429275512695
train-001642-6899983b3808643c,3,2,Q,F,False,J,False,False,-0.7835521697998047
train-001642-6899983b3808643c,3,3,Q,J,False,J,False,False,-1.002725601196289
train-001155-eefdfe1ab39b61e2,4,1,T,T,True,B,False,False,-1.8510160446166992
train-001155-eefdfe1ab39b61e2,4,2,B,A,False,B,True,False,0.13335418701171875
train-001155-eefdfe1ab39b61e2,4,3,B,N,False,B,True,False,0.11184120178222656
train-001155-eefdfe1ab39b61e2,4,4,A,B,False,B,False,False,-0.1489543914794922
train-006848-b61bc4c184905b2e,1,1,I,I,True,I,True,False,1.400003433227539
train-001185-aaf9d2b2758766d8,2,1,N,N,True,I,False,False,-2.0902109146118164
train-001185-aaf9d2b2758766d8,2,2,A,I,False,I,False,False,-1.4154739379882812
train-004042-854a8077f22b1779,3,1,Y,Y,True,M,False,False,-1.361410140991211
train-004042-854a8077f22b1779,3,2,Y,W,False,M,False,False,-0.58905029296875
train-004042-854a8077f22b1779,3,3,C,M,False,M,False,False,-0.5317716598510742
train-003539-1806268616c07bc0,4,1,O,O,True,K,False,False,-3.8979415893554688
train-003539-1806268616c07bc0,4,2,S,X,False,K,False,False,-1.3318729400634766
train-003539-1806268616c07bc0,4,3,E,S,False,K,False,False,-1.2875423431396484
train-003539-1806268616c07bc0,4,4,E,K,False,K,False,False,-1.6597833633422852
train-005248-39bb4de95b8d5bb5,1,1,K,K,True,K,True,False,1.4839239120483398
train-000793-4630455356dcb706,2,1,G,G,True,B,False,False,-2.4972848892211914
train-000793-4630455356dcb706,2,2,Q,B,False,B,False,False,-0.15854644775390625
train-001338-d1072f01b230d8c1,3,1,X,X,True,K,False,False,-4.995626449584961
train-001338-d1072f01b230d8c1,3,2,A,H,False,K,False,False,-0.9828529357910156
train-001338-d1072f01b230d8c1,3,3,B,K,False,K,False,False,-1.3621187210083008
train-008211-040b3b5923f7d26d,4,1,B,B,True,I,False,False,-3.291301727294922
train-008211-040b3b5923f7d26d,4,2,U,F,False,I,False,False,-1.9167594909667969
train-008211-040b3b5923f7d26d,4,3,U,L,False,I,False,False,-1.9127254486083984
train-008211-040b3b5923f7d26d,4,4,C,I,False,I,False,False,-1.8976192474365234
train-004688-913cad12619bcee8,1,1,J,J,True,J,True,False,1.8276700973510742
train-007313-c8c185b97e25cdd9,2,1,X,X,True,E,False,False,-3.891242027282715
train-007313-c8c185b97e25cdd9,2,2,M,E,False,E,False,False,-0.7015171051025391
train-001618-a4392d1078b9d7c6,3,1,F,F,True,P,False,False,-3.180647850036621
train-001618-a4392d1078b9d7c6,3,2,F,M,False,P,False,False,-0.5634136199951172
train-001618-a4392d1078b9d7c6,3,3,C,P,False,P,False,False,-0.7950229644775391
train-006411-9608362fa0298403,4,1,R,R,True,E,False,False,-3.816065788269043
train-006411-9608362fa0298403,4,2,Q,U,False,E,False,False,-1.0438165664672852
train-006411-9608362fa0298403,4,3,B,T,False,E,False,False,-0.7668046951293945
train-006411-9608362fa0298403,4,4,A,E,False,E,False,False,-0.7169151306152344
