example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-001155-eefdfe1ab39b61e2,4,1,T,T,True,B,False,False,-12.36886978149414
train-001155-eefdfe1ab39b61e2,4,2,A,A,True,B,False,False,-9.961639404296875
train-001155-eefdfe1ab39b61e2,4,3,N,N,True,B,False,False,-3.2456893920898438
train-001155-eefdfe1ab39b61e2,4,4,B,B,True,B,True,False,4.377779006958008
train-006848-b61bc4c184905b2e,1,1,I,I,True,I,True,False,15.278009414672852
train-001185-aaf9d2b2758766d8,2,1,N,N,True,I,False,False,-15.932433128356934
train-001185-aaf9d2b2758766d8,2,2,I,I,True,I,True,False,8.810625076293945
train-004042-854a8077f22b1779,3,1,Y,Y,True,M,False,False,-15.951412200927734
train-004042-854a8077f22b1779,3,2,W,W,True,M,False,False,-12.291122436523438
train-004042-854a8077f22b1779,3,3,M,M,True,M,True,False,6.4879608154296875
train-003539-1806268616c07bc0,4,1,O,O,True,K,False,False,-18.650635719299316
train-003539-1806268616c07bc0,4,2,X,X,True,K,False,False,-10.986581802368164
train-003539-1806268616c07bc0,4,3,S,S,True,K,False,False,-11.506511688232422
train-003539-1806268616c07bc0,4,4,S,K,False,K,False,False,-2.110349655151367
train-005248-39bb4de95b8d5bb5,1,1,K,K,True,K,True,False,11.713032722473145
train-000793-4630455356dcb706,2,1,G,G,True,B,False,False,-10.965337753295898
train-000793-4630455356dcb706,2,2,B,B,True,B,True,False,12.4275541305542
train-001338-d1072f01b230d8c1,3,1,X,X,True,K,False,False,-18.68768882751465
train-001338-d1072f01b230d8c1,3,2,H,H,True,K,False,False,-14.545877456665039
train-001338-d1072f01b230d8c1,3,3,K,K,True,K,True,False,6.146883010864258
train-008211-040b3b5923f7d26d,4,1,B,B,True,I,False,False,-15.554179191589355
train-008211-040b3b5923f7d26d,4,2,F,F,True,I,False,False,-11.150300979614258
train-008211-040b3b5923f7d26d,4,3,L,L,True,I,False,False,-0.852325439453125
train-008211-040b3b5923f7d26d,4,4,I,I,True,I,True,False,3.8250207901000977
train-004688-913cad12619bcee8,1,1,J,J,True,J,True,False,17.744657516479492
train-007313-c8c185b97e25cdd9,2,1,X,X,True,E,False,False,-19.237056732177734
train-007313-c8c185b97e25cdd9,2,2,E,E,True,E,True,False,12.411964416503906
train-001618-a4392d1078b9d7c6,3,1,F,F,True,P,False,False,-14.251215934753418
train-001618-a4392d1078b9d7c6,3,2,P,M,False,P,True,False,1.258108139038086
train-001618-a4392d1078b9d7c6,3,3,P,P,True,P,True,False,8.169962882995605
train-006411-9608362fa0298403,4,1,R,R,True,E,False,False,-18.149806022644043
train-006411-9608362fa0298403,4,2,U,U,True,E,False,False,-5.938356399536133
train-006411-9608362fa0298403,4,3,T,T,True,E,False,False,-1.1655197143554688
train-006411-9608362fa0298403,4,4,E,E,True,E,True,False,4.1302337646484375
