example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-001185-aaf9d2b2758766d8,2,2,I,I,True,I,True,False,1.7498435974121094
train-004042-854a8077f22b1779,3,1,Y,Y,True,M,False,False,-10.153635025024414
train-004042-854a8077f22b1779,3,2,W,W,True,M,False,False,-1.4537715911865234
train-004042-854a8077f22b1779,3,3,W,M,False,M,False,False,-0.18950366973876953
train-003539-1806268616c07bc0,4,1,O,O,True,K,False,False,-11.680143356323242
train-003539-1806268616c07bc0,4,2,S,X,False,K,False,False,-1.8529186248779297
train-003539-1806268616c07bc0,4,3,S,S,True,K,False,False,-1.5221118927001953
train-003539-1806268616c07bc0,4,4,S,K,False,K,False,False,-1.2477293014526367
train-005248-39bb4de95b8d5bb5,1,1,K,K,True,K,True,False,7.918206214904785
train-000793-4630455356dcb706,2,1,G,G,True,B,False,False,-4.9236297607421875
train-000793-4630455356dcb706,2,2,B,B,True,B,True,False,1.795003890991211
train-001338-d1072f01b230d8c1,3,1,X,X,True,K,False,False,-12.737913131713867
train-001338-d1072f01b230d8c1,3,2,I,H,False,K,False,False,-5.521164894104004
train-001338-d1072f01b230d8c1,3,3,I,K,False,K,False,False,-3.34390926361084
train-008211-040b3b5923f7d26d,4,1,B,B,True,I,False,False,-9.959030151367188
train-008211-040b3b5923f7d26d,4,2,L,F,False,I,False,False,-4.142556190490723
train-008211-040b3b5923f7d26d,4,3,L,L,True,I,False,False,-2.7769508361816406
train-008211-040b3b5923f7d26d,4,4,L,I,False,I,False,False,-2.5591440200805664
train-004688-913cad12619bcee8,1,1,J,J,True,J,True,False,7.17307186126709
train-007313-c8c185b97e25cdd9,2,1,X,X,True,E,False,False,-11.08902359008789
train-007313-c8c185b97e25cdd9,2,2,E,E,True,E,True,False,2.8043384552001953
train-001618-a4392d1078b9d7c6,3,1,F,F,True,P,False,False,-10.971498489379883
train-001618-a4392d1078b9d7c6,3,2,M,M,True,P,False,False,-6.145744323730469
train-001618-a4392d1078b9d7c6,3,3,M,P,False,P,False,False,-2.892144203186035
train-006411-9608362fa0298403,4,1,R,R,True,E,False,False,-11.014873504638672
train-006411-9608362fa0298403,4,2,T,U,False,E,False,False,-0.9133663177490234
train-006411-9608362fa0298403,4,3,T,T,True,E,False,False,-0.23114395141601562
train-006411-9608362fa0298403,4,4,T,E,False,E,False,False,-0.1001729965209961
