example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-005473-aef6edbd7667270b,2,1,A,A,True,L,False,False,-11.169086456298828
train-005473-aef6edbd7667270b,2,2,L,L,True,L,True,False,3.0610103607177734
train-006562-5586330a310b8442,3,1,Y,Y,True,Z,False,False,-12.622703552246094
train-006562-5586330a310b8442,3,2,K,K,True,Z,False,False,-1.2922725677490234
train-006562-5586330a310b8442,3,3,Z,Z,True,Z,True,False,0.3323383331298828
train-004179-4e78e3569b88052d,4,1,E,E,True,M,False,False,-10.605436325073242
train-004179-4e78e3569b88052d,4,2,O,R,False,M,False,False,-3.6839942932128906
train-004179-4e78e3569b88052d,4,3,O,O,True,M,False,False,-1.718806266784668
train-004179-4e78e3569b88052d,4,4,O,M,False,M,False,False,-0.9712333679199219
train-009320-8864c40348ba8b2f,1,1,L,L,True,L,True,False,9.687044143676758
train-001081-6446f3b521b445a4,2,1,X,X,True,P,False,False,-10.888030052185059
train-001081-6446f3b521b445a4,2,2,P,P,True,P,True,False,3.565563201904297
train-001642-6899983b3808643c,3,1,D,D,True,J,False,False,-14.56104564666748
train-001642-6899983b3808643c,3,2,F,F,True,J,False,False,-5.622601509094238
train-001642-6899983b3808643c,3,3,F,J,False,J,False,False,-1.4381942749023438
train-001155-eefdfe1ab39b61e2,4,1,T,T,True,B,False,False,-7.84644889831543
train-001155-eefdfe1ab39b61e2,4,2,A,A,True,B,False,False,-3.437192916870117
train-001155-eefdfe1ab39b61e2,4,3,B,N,False,B,True,False,0.22999954223632812
train-001155-eefdfe1ab39b61e2,4,4,B,B,True,B,True,False,0.4672670364379883
train-006848-b61bc4c184905b2e,1,1,I,I,True,I,True,False,10.777691841125488
train-001185-aaf9d2b2758766d8,2,1,N,N,True,I,False,False,-13.225116729736328
train-001185-aaf9d2b2758766d8,2,2,I,I,True,I,True,False,3.032367706298828
train-004042-854a8077f22b1779,3,1,Y,Y,True,M,False,False,-10.681021690368652
train-004042-854a8077f22b1779,3,2,W,W,True,M,False,False,-0.8756885528564453
train-004042-854a8077f22b1779,3,3,M,M,True,M,True,False,0.4383678436279297
train-003539-1806268616c07bc0,4,1,O,O,True,K,False,False,-14.490694999694824
train-003539-1806268616c07bc0,4,2,S,X,False,K,False,False,-1.5962104797363281
train-003539-1806268616c07bc0,4,3,S,S,True,K,False,False,-1.498250961303711
train-003539-1806268616c07bc0,4,4,S,K,False,K,False,False,-0.9856081008911133
train-005248-39bb4de95b8d5bb5,1,1,K,K,True,K,True,False,8.12327766418457
train-000793-4630455356dcb706,2,1,G,G,True,B,False,False,-5.599700927734375
train-000793-4630455356dcb706,2,2,B,B,True,B,True,False,4.04205322265625
train-001338-d1072f01b230d8c1,3,1,X,X,True,K,False,False,-15.055530548095703
train-001338-d1072f01b230d8c1,3,2,H,H,True,K,False,False,-7.558365821838379
train-001338-d1072f01b230d8c1,3,3,I,K,False,K,False,False,-3.060296058654785
train-008211-040b3b5923f7d26d,4,1,B,B,True,I,False,False,-11.10247802734375
train-008211-040b3b5923f7d26d,4,2,F,F,True,I,False,False,-5.686654090881348
train-008211-040b3b5923f7d26d,4,3,L,L,True,I,False,False,-3.0306406021118164
train-008211-040b3b5923f7d26d,4,4,L,I,False,I,False,False,-2.75228214263916
train-004688-913cad12619bcee8,1,1,J,J,True,J,True,False,9.544118881225586
train-007313-c8c185b97e25cdd9,2,1,X,X,True,E,False,False,-14.309532165527344
train-007313-c8c185b97e25cdd9,2,2,E,E,True,E,True,False,6.470247268676758
train-001618-a4392d1078b9d7c6,3,1,F,F,True,P,False,False,-11.53425121307373
train-001618-a4392d1078b9d7c6,3,2,M,M,True,P,False,False,-5.394209861755371
train-001618-a4392d1078b9d7c6,3,3,M,P,False,P,False,False,-1.1121788024902344
train-006411-9608362fa0298403,4,1,R,R,True,E,False,False,-13.234074592590332
train-006411-9608362fa0298403,4,2,U,U,True,E,False,False,-2.7208251953125
train-006411-9608362fa0298403,4,3,T,T,True,E,False,False,-0.35851478576660156
train-006411-9608362fa0298403,4,4,T,E,False,E,False,False,-0.3074607849121094
