example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-005939-182e2b650f37d23e,4,2,F,W,False,D,False,False,-1.0450620651245117
train-005939-182e2b650f37d23e,4,3,N,J,False,D,False,False,-0.3755950927734375
train-005939-182e2b650f37d23e,4,4,J,D,False,D,False,False,-0.36005687713623047
train-001136-ac52937aa9aa2d14,1,1,D,D,True,D,True,False,8.38591194152832
train-005473-aef6edbd7667270b,2,1,A,A,True,L,False,False,-8.144248962402344
train-005473-aef6edbd7667270b,2,2,L,L,True,L,True,False,0.12650775909423828
train-006562-5586330a310b8442,3,1,Y,Y,True,Z,False,False,-9.345423698425293
train-006562-5586330a310b8442,3,2,H,K,False,Z,False,False,-0.2752046585083008
train-006562-5586330a310b8442,3,3,H,Z,False,Z,False,False,-0.1286449432373047
train-004179-4e78e3569b88052d,4,1,E,E,True,M,False,False,-8.880268096923828
train-004179-4e78e3569b88052d,4,2,S,R,False,M,False,False,-0.28490447998046875
train-004179-4e78e3569b88052d,4,3,S,O,False,M,False,False,-0.0778036117553711
train-004179-4e78e3569b88052d,4,4,M,M,True,M,True,False,0.05603504180908203
train-009320-8864c40348ba8b2f,1,1,L,L,True,L,True,False,8.282466888427734
train-001081-6446f3b521b445a4,2,1,X,X,True,P,False,False,-8.876296043395996
train-001081-6446f3b521b445a4,2,2,Z,P,False,P,False,False,-1.474802017211914
train-001642-6899983b3808643c,3,1,D,D,True,J,False,False,-11.891389846801758
train-001642-6899983b3808643c,3,2,Q,F,False,J,False,False,-0.9266729354858398
train-001642-6899983b3808643c,3,3,Q,J,False,J,False,False,-0.8000707626342773
train-001155-eefdfe1ab39b61e2,4,1,T,T,True,B,False,False,-8.630948066711426
train-001155-eefdfe1ab39b61e2,4,2,T,A,False,B,False,False,-0.10588264465332031
train-001155-eefdfe1ab39b61e2,4,3,B,N,False,B,True,False,0.2316141128540039
train-001155-eefdfe1ab39b61e2,4,4,B,B,True,B,True,False,0.2162485122680664
train-006848-b61bc4c184905b2e,1,1,I,I,True,I,True,False,7.877532958984375
train-001185-aaf9d2b2758766d8,2,1,N,N,True,I,False,False,-13.392454147338867
train-001185-aaf9d2b2758766d8,2,2,N,I,False,I,False,False,-2.5655593872070312
train-004042-854a8077f22b1779,3,1,Y,Y,True,M,False,False,-9.0908203125
train-004042-854a8077f22b1779,3,2,L,W,False,M,False,False,-1.404989242553711
train-004042-854a8077f22b1779,3,3,L,M,False,M,False,False,-0.4535360336303711
train-003539-1806268616c07bc0,4,1,O,O,True,K,False,False,-12.407751083374023
train-003539-1806268616c07bc0,4,2,S,X,False,K,False,False,-1.6633100509643555
train-003539-1806268616c07bc0,4,3,S,S,True,K,False,False,-1.2245235443115234
train-003539-1806268616c07bc0,4,4,H,K,False,K,False,False,-1.124460220336914
train-005248-39bb4de95b8d5bb5,1,1,K,K,True,K,True,False,8.491658210754395
train-000793-4630455356dcb706,2,1,G,G,True,B,False,False,-9.124834060668945
train-000793-4630455356dcb706,2,2,G,B,False,B,False,False,-1.9133272171020508
train-001338-d1072f01b230d8c1,3,1,X,X,True,K,False,False,-11.502612113952637
train-001338-d1072f01b230d8c1,3,2,I,H,False,K,False,False,-1.0545110702514648
train-001338-d1072f01b230d8c1,3,3,M,K,False,K,False,False,-0.7271051406860352
train-008211-040b3b5923f7d26d,4,1,B,B,True,I,False,False,-9.620351791381836
train-008211-040b3b5923f7d26d,4,2,L,F,False,I,False,False,-2.578852653503418
train-008211-040b3b5923f7d26d,4,3,L,L,True,I,False,False,-2.2181396484375
train-008211-040b3b5923f7d26d,4,4,L,I,False,I,False,False,-2.182830810546875
train-004688-913cad12619bcee8,1,1,J,J,True,J,True,False,8.618569374084473
train-007313-c8c185b97e25cdd9,2,1,X,X,True,E,False,False,-13.288375854492188
train-007313-c8c185b97e25cdd9,2,2,M,E,False,E,False,False,-1.9537267684936523
train-001618-a4392d1078b9d7c6,3,1,F,F,True,P,False,False,-8.263909339904785
train-001618-a4392d1078b9d7c6,3,2,F,M,False,P,False,False,-0.6390533447265625
train-001618-a4392d1078b9d7c6,3,3,H,P,False,P,False,False,-0.7556438446044922
train-006411-9608362fa0298403,4,1,R,R,True,E,False,False,-10.95828628540039
train-006411-9608362fa0298403,4,2,Q,U,False,E,False,False,-1.4476318359375
train-006411-9608362fa0298403,4,3,H,T,False,E,False,False,-0.6069574356079102
train-006411-9608362fa0298403,4,4,H,E,False,E,False,False,-0.41356563568115234
