example_id,task_depth,loop,prediction,intermediate_target,intermediate_correct,final_target,final_correct,post_completion,final_margin
train-001155-eefdfe1ab39b61e2,4,2,A,A,True,B,False,False,-9.893836975097656
train-001155-eefdfe1ab39b61e2,4,3,N,N,True,B,False,False,-6.030594825744629
train-001155-eefdfe1ab39b61e2,4,4,N,B,False,B,False,False,-0.4146251678466797
train-006848-b61bc4c184905b2e,1,1,I,I,True,I,True,False,13.319741249084473
train-001185-aaf9d2b2758766d8,2,1,N,N,True,I,False,False,-17.752138137817383
train-001185-aaf9d2b2758766d8,2,2,I,I,True,I,True,False,6.894828796386719
train-004042-854a8077f22b1779,3,1,Y,Y,True,M,False,False,-15.158228874206543
train-004042-854a8077f22b1779,3,2,W,W,True,M,False,False,-9.06452751159668
train-004042-854a8077f22b1779,3,3,M,M,True,M,True,False,9.11454963684082
train-003539-1806268616c07bc0,4,1,O,O,True,K,False,False,-17.96824836730957
train-003539-1806268616c07bc0,4,2,X,X,True,K,False,False,-7.915611267089844
train-003539-1806268616c07bc0,4,3,S,S,True,K,False,False,-2.6593494415283203
train-003539-1806268616c07bc0,4,4,K,K,True,K,True,False,2.577505111694336
train-005248-39bb4de95b8d5bb5,1,1,K,K,True,K,True,False,11.13444995880127
train-000793-4630455356dcb706,2,1,G,G,True,B,False,False,-11.81045913696289
train-000793-4630455356dcb706,2,2,B,B,True,B,True,False,13.955485343933105
train-001338-d1072f01b230d8c1,3,1,X,X,True,K,False,False,-18.688359260559082
train-001338-d1072f01b230d8c1,3,2,H,H,True,K,False,False,-14.030628204345703
train-001338-d1072f01b230d8c1,3,3,K,K,True,K,True,False,4.663423538208008
train-008211-040b3b5923f7d26d,4,1,B,B,True,I,False,False,-16.554162979125977
train-008211-040b3b5923f7d26d,4,2,F,F,True,I,False,False,-11.106973648071289
train-008211-040b3b5923f7d26d,4,3,L,L,True,I,False,False,-5.898277282714844
train-008211-040b3b5923f7d26d,4,4,L,I,False,I,False,False,-1.123295783996582
train-004688-913cad12619bcee8,1,1,J,J,True,J,True,False,16.646757125854492
train-007313-c8c185b97e25cdd9,2,1,X,X,True,E,False,False,-20.39706039428711
train-007313-c8c185b97e25cdd9,2,2,E,E,True,E,True,False,11.671756744384766
train-001618-a4392d1078b9d7c6,3,1,F,F,True,P,False,False,-14.741424560546875
train-001618-a4392d1078b9d7c6,3,2,M,M,True,P,False,False,-9.22047233581543
train-001618-a4392d1078b9d7c6,3,3,P,P,True,P,True,False,4.365665435791016
train-006411-9608362fa0298403,4,1,R,R,True,E,False,False,-17.343117713928223
train-006411-9608362fa0298403,4,2,U,U,True,E,False,False,-8.697260856628418
train-006411-9608362fa0298403,4,3,T,T,True,E,False,False,-5.584219932556152
train-006411-9608362fa0298403,4,4,T,E,False,E,False,False,-2.288973808288574
